comment_id,comment,comment_noun,school_candidate,preprocessed_candidate,school_candidate_count,gt_match,gt_match_count,ans,ans_count
C0250,우리 반/동아리 대표로 이대부초 신청합니다!,우리 반 동아리 대표 이대부초 신청,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0251,배민 이벤트 참여합니다! 반포초로 보내주세요,배민 이벤트 참여 반포초로,반포초,반포초등학교,1,반포초등학교,1,반포초등학교,1
C0252,비 오는 날엔 치킨이죠 중앙대 부탁드립니다,비 날 치킨이 중앙대,중앙대,중앙대학교,1,중앙대학교,1,중앙대학교,1
C0253,한양대 회식 대신 치킨 원합니다,한양대 회식 대신 치킨,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0254,건대도 참여 완료!,건대 참여 완료,건대,건국대학교,1,건국대학교,1,건국대학교,1
C0255,비 오는 날엔 치킨이죠 인하부초 부탁드립니다,비 날 치킨이 인하부초,인하부초,인하부초등학교,1,,0,인하부초등학교,1
C0256,비 오는 날엔 치킨이죠 휘문고 부탁드립니다,비 날 치킨이 휘문고,휘문고,휘문고등학교,1,휘문고등학교,1,휘문고등학교,1
C0257,인하부초 학생들 모여라,인하부초 학생들,인하부초,인하부초등학교,1,,0,인하부초등학교,1
C0258,우리 반/동아리 대표로 경기고 신청합니다!,우리 반 동아리 대표 경기 신청,경기고,경기고등학교,1,경기고등학교,1,경기고등학교,1
C0259,인하대부속고 회식 대신 치킨 원합니다,인하대부속고 회식 대신 치킨,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0260,인하부고 인하부고 치킨 주세요!,인하부고 치킨,인하부고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0261,이대부초 응원단 여기 있습니다!!,이대부초 응원단 여기,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0262,학식 말고 치킨 먹고 싶어요 인하부초,학식 치킨 인하부초,인하부초,인하부초등학교,1,,0,인하부초등학교,1
C0263,건대 동아리랑 중앙대 동아리 같이 응원하지만 대표는 건대,건대 동아리 중앙대 같이 응원하지 대표,건대 중앙대,건국대학교 중앙대학교,2,건국대학교 중앙대학교,2,건국대학교 중앙대학교,2
C0264,이번엔 서울고 차례입니다 🍗,이번 서울 차례,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0265,인하대부속고 뽑히면 친구들이랑 나눠먹을게요,인하대부속고 친구들이,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0266,인하대 가보자고 🍗,인하대,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0267,오늘 과제 끝낸 서초중학교 팀 치킨 가즈아ㅋㅋ,오늘 과제 서초중학교 팀 치킨 가즈,서초중학교,서초중학교,1,서초중학교,1,서초중학교,1
C0268,인하대부속초 친구들이랑 같이 먹고 싶어요,인하대부속초 친구들이 같이,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0269,치킨 오면 인증샷 바로 올릴게요 서초중,치킨 인증샷 바로 서초중,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0270,휘문고 vs 반포중 얘기하다가 결국 휘문고로 참여합니다,휘문고 vs 반포중 얘기 결국 참여,휘문고 반포중,휘문고등학교 반포중학교,2,휘문고등학교 반포중학교,2,휘문고등학교 반포중학교,2
C0271,이번엔 인하대부속초 차례입니다 🍗,이번 인하대부속초 차례,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0272,동아리방에서 기다릴게요 잠원초,동아리방 잠원초,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0273,인하대 학생들 야근 말고 치킨 먹자 🙏,인하대 학생들 야근 치킨,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0274,중간고사 버틴 잠원초 친구들한테 치킨 한 번만요,중간고사 잠원초 친구들 치킨 번만,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0275,우리 반/동아리 대표로 서강대 신청합니다!,우리 반 동아리 대표 서강대 신청,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0276,서울대 가보자고 🍗,서울대,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0277,비 오는 날엔 치킨이죠 이대부초 부탁드립니다,비 날 치킨이 이대부초,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0278,휘문고 vs 서울공업고 얘기하다가 결국 휘문고로 참여합니다,휘문고 vs 서울공업 얘기 결국 참여,휘문고,휘문고등학교,1,휘문고등학교,1,휘문고등학교,1
C0279,잠실중 vs 대치초 얘기하다가 결국 잠실중로 참여합니다,잠실중 vs 대치초 얘기 결국 참여,잠실중 대치초,잠실중학교 대치초등학교,2,잠실중학교,1,잠실중학교,1
C0280,성대 vs 중동고 얘기하다가 결국 성대로 참여합니다,성대 vs 중동고 얘기 결국 참여,성대 중동고,성균관대학교 중동고등학교,2,성균관대학교 중동고등학교,2,성균관대학교 중동고등학교,2
C0281,시험기간엔 건국대 치킨이 답,시험기간 건국대 치킨 답,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0282,[반포중] 이벤트 참여합니다,반포중 이벤트 참여,반포중,반포중학교,1,반포중학교,1,반포중학교,1
C0283,이화여대 회식 대신 치킨 원합니다,이화여대 회식 대신 치킨,이화여대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0284,학식 말고 치킨 먹고 싶어요 이화여대부속초,학식 치킨 이화여대부속초,이화여대부속초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0285,휘문고 vs 인하부중 얘기하다가 결국 휘문고로 참여합니다,휘문고 vs 인하부중 얘기 결국 참여,휘문고 인하부중,휘문고등학교 인하대학교사범대학부속중학교,2,휘문고등학교 인하대학교사범대학부속중학교,2,휘문고등학교 인하대학교사범대학부속중학교,2
C0286,비 오는 날엔 치킨이죠 서강대 부탁드립니다,비 날 치킨이 서강대,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0287,반포초 반포초 치킨 주세요!,반포초 치킨,반포초,반포초등학교,1,반포초등학교,1,반포초등학교,1
C0288,인하대부속초  치킨  가즈아,인하대부속초 치킨 가즈,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0289,인하대학교 축제 준비팀입니다 치킨이면 밤샘 가능,인하대학교 축제 준비팀 치킨이면 밤샘 가능,인하대학교,인하대학교,1,인하대학교,1,인하대학교,1
C0290,경기고 가보자고 🍗,경기,경기고 가보자고,경기고등학교 가보자고등학교,2,경기고등학교,1,경기고등학교,1
C0291,오늘 회의 많은데 서울고 치킨 지원 부탁드려요,오늘 회의 서울 치킨 지원,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0292,학식 말고 치킨 먹고 싶어요 서울공고,학식 치킨 서울공고,서울공고,서울공고등학교,1,,0,서울공고등학교,1
C0293,치킨 오면 인증샷 바로 올릴게요 경기고,치킨 인증샷 바로 경기,경기고,경기고등학교,1,경기고등학교,1,경기고등학교,1
C0294,서울고 축제 준비팀입니다 치킨이면 밤샘 가능,서울 축제 준비팀 치킨이면 밤샘 가능,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0295,서초초 서초초 치킨 주세요!,서초초 치킨,서초초,서초초등학교,1,,0,서초초등학교,1
C0296,인하대부속초에 치킨 배달 오면 진짜 레전드,인하대부속초 치킨 배달 진짜 레전드,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0297,축제 뒤풀이 치킨은 연대로 부탁해요,축제 뒤풀이 치킨 연대 부탁,연대,연세대학교,1,연세대학교,1,연세대학교,1
C0298,학식 말고 치킨 먹고 싶어요 서울대,학식 치킨 서울대,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0299,서울공업고 친구들이랑 같이 먹고 싶어요,서울공업 친구들이 같이,서울공업고 먹고,서울공업고등학교 먹고등학교,2,서울공업고등학교,1,서울공업고등학교,1
C0300,시험기간엔 잠실중 치킨이 답,시험기간 잠실중 치킨 답,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0301,#인하대부속고 #배민이벤트,인하대부속고 배민이벤트,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0302,우리 반/동아리 대표로 반포중 신청합니다!,우리 반 동아리 대표 반포중 신청,반포중,반포중학교,1,반포중학교,1,반포중학교,1
C0303,연대 회식 대신 치킨 원합니다,연대 회식 대신 치킨,연대,연세대학교,1,연세대학교,1,연세대학교,1
C0304,서울고도 참여 완료!,서울고도 참여 완료,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0305,축제 뒤풀이 치킨은 이대로 부탁해요,축제 뒤풀이 치킨 이대로 부탁,이대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0306,서초초 뽑히면 친구들이랑 나눠먹을게요,서초초 친구들이,서초초,서초초등학교,1,,0,서초초등학교,1
C0307,시험기간엔 반포초 치킨이 답,시험기간 반포초 치킨 답,반포초,반포초등학교,1,반포초등학교,1,반포초등학교,1
C0308,인하부중~ 꼭 뽑아주세요,인하부중 꼭,인하부중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0309,중간고사 버틴 고대 친구들한테 치킨 한 번만요,중간고사 고대 친구들 치킨 번만,고대,고려대학교,1,고려대학교,1,고려대학교,1
C0310,인하부고 친구랑 잠실중 친구 같이 보고 있는데 저는 인하부고로 신청!,인하부고 친구 잠실중 같이 보고 저 신청,인하부고 잠실중 보고,인하대학교사범대학부속고등학교 잠실중학교 보고등학교,3,인하대학교사범대학부속고등학교 잠실중학교,2,인하대학교사범대학부속고등학교 잠실중학교,2
C0311,우리 학교는 한양대 입니다,우리 학교 한양대,학교 한양대,학교 한양대학교,2,한양대학교,1,한양대학교,1
C0312,인하대도 참여 완료!,인하대 참여 완료,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0313,배민 최고… 이대도 꼭 뽑아주세요,배민 최고 이대 꼭,최고 이대,최고등학교 이화여자대학교,2,이화여자대학교,1,이화여자대학교,1
C0314,잠원초 회식 대신 치킨 원합니다,잠원초 회식 대신 치킨,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0315,경기고 응원단 여기 있습니다!!,경기 응원단 여기,경기고,경기고등학교,1,경기고등학교,1,경기고등학교,1
C0316,잠실중 치킨 주세요!!,잠실중 치킨,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0317,잠원초 학생들 모여라,잠원초 학생들,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0318,경기고ㅋㅋ 치킨 기다립니다,경기 치킨,경기고,경기고등학교,1,경기고등학교,1,경기고등학교,1
C0319,인하대부속초~ 꼭 뽑아주세요,인하대부속초 꼭,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0320,서울대 회식 대신 치킨 원합니다,서울대 회식 대신 치킨,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0321,반포초 회식 대신 치킨 원합니다,반포초 회식 대신 치킨,반포초,반포초등학교,1,반포초등학교,1,반포초등학교,1
C0322,서울고에 치킨 배달 오면 진짜 레전드,서울고 치킨 배달 진짜 레전드,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0323,인하대부속초 학생들 야근 말고 치킨 먹자 🙏,인하대부속초 학생들 야근 치킨,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0324,잠원초 동아리랑 한양대 동아리 같이 응원하지만 대표는 잠원초,잠원초 동아리 한양대 같이 응원하지 대표,잠원초 한양대,잠원초등학교 한양대학교,2,잠원초등학교 한양대학교,2,잠원초등학교 한양대학교,2
C0325,동아리방에서 기다릴게요 인하대부속고,동아리방 인하대부속고,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0326,우리 반/동아리 대표로 이대부고 신청합니다!,우리 반 동아리 대표 이대부고 신청,이대부고,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1
C0327,서울대.. 오늘만 기다렸어요,서울대 오늘,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0328,인하대도 참여 완료!,인하대 참여 완료,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0329,인하대부속중 응원단 여기 있습니다!!,인하대부속중 응원단 여기,인하대부속중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0330,건국대 동아리랑 서울고 동아리 같이 응원하지만 대표는 건국대,건국대 동아리 서울 같이 응원하지 대표,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0331,중간고사 버틴 대치중 친구들한테 치킨 한 번만요,중간고사 대치중 친구들 치킨 번만,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0332,성균관대학교 응원단 여기 있습니다!!,성균관대학교 응원단 여기,성균관대학교,성균관대학교,1,성균관대학교,1,성균관대학교,1
C0333,성균관대 학생들 야근 말고 치킨 먹자 🙏,성균관대 학생들 야근 치킨,성균관대,성균관대학교,1,성균관대학교,1,성균관대학교,1
C0334,인하대부속중에 치킨 배달 오면 진짜 레전드,인하대부속중 치킨 배달 진짜 레전드,인하대부속중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0335,오늘 회의 많은데 서울고 치킨 지원 부탁드려요,오늘 회의 서울 치킨 지원,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0336,서초초 치킨 주세요!!,서초초 치킨,서초초,서초초등학교,1,,0,서초초등학교,1
C0337,잠원초도 참여 완료!,잠원초 참여 완료,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0338,서울대 친구들이랑 같이 먹고 싶어요,서울대 친구들이 같이,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0339,인하대부속고ㅋㅋ 치킨 기다립니다,인하대부속고 치킨,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0340,학식 말고 치킨 먹고 싶어요 서울공업고,학식 치킨 서울공업,말고 먹고 서울공업고,말고등학교 먹고등학교 서울공업고등학교,3,서울공업고등학교,1,서울공업고등학교,1
C0341,학식 말고 치킨 먹고 싶어요 서울공업고,학식 치킨 서울공업,말고 먹고 서울공업고,말고등학교 먹고등학교 서울공업고등학교,3,서울공업고등학교,1,서울공업고등학교,1
C0342,우리 반/동아리 대표로 서초중 신청합니다!,우리 반 동아리 대표 서초중 신청,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0343,경기고 친구들이랑 같이 먹고 싶어요,경기 친구들이 같이,경기고 먹고,경기고등학교 먹고등학교,2,경기고등학교,1,경기고등학교,1
C0344,이대부고 동아리랑 이대 동아리 같이 응원하지만 대표는 이대부고,이대부고 동아리 이대 같이 응원하지 대표,이대부고 이대,이화여자대학교사범대학부속이화금란고등학교 이화여자대학교,2,이화여자대학교사범대학부속이화금란고등학교 이화여자대학교,2,이화여자대학교사범대학부속이화금란고등학교 이화여자대학교,2
C0345,건대 동아리랑 서울공업고 동아리 같이 응원하지만 대표는 건대,건대 동아리 서울공업 같이 응원하지 대표,건대,건국대학교,1,건국대학교,1,건국대학교,1
C0346,이화여대부속초 학생들 모여라,이화여대부속초 학생들,이화여대부속초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0347,축제 뒤풀이 치킨은 이대부초로 부탁해요,축제 뒤풀이 치킨 이대부초 부탁,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0348,중동고 vs 서울공고 얘기하다가 결국 중동고로 참여합니다,중동고 vs 서울공고 얘기 결국 참여,중동고 서울공고,중동고등학교 서울공고등학교,2,중동고등학교,1,중동고등학교,1
C0349,한양대!!! 치킨 부탁드려요,한양대 치킨,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0350,비 오는 날엔 치킨이죠 인하부고 부탁드립니다,비 날 치킨이 인하부고,인하부고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0351,축제 뒤풀이 치킨은 인하대학교부속초등학교로 부탁해요,축제 뒤풀이 치킨 인하대학교부속초등학교 부탁,인하대학교부속초등학교,인하대학교부속초등학교,1,,0,인하대학교부속초등학교,1
C0352,치킨 오면 인증샷 바로 올릴게요 서초중,치킨 인증샷 바로 서초중,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0353,학식 말고 치킨 먹고 싶어요 서초초,학식 치킨 서초초,서초초,서초초등학교,1,,0,서초초등학교,1
C0354,배민 이벤트 참여합니다! 대치초로 보내주세요,배민 이벤트 참여 대치초로,대치초,대치초등학교,1,,0,대치초등학교,1
C0355,시험기간엔 이대 치킨이 답,시험기간 이대 치킨 답,이대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0356,대치중~ 꼭 뽑아주세요,대치중 꼭,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0357,배민 최고… 이대부고도 꼭 뽑아주세요,배민 최고 이대부고 꼭,최고 이대부고,최고등학교 이화여자대학교사범대학부속이화금란고등학교,2,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1
C0358,오늘 회의 많은데 건국대 치킨 지원 부탁드려요,오늘 회의 건국대 치킨 지원,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0359,대치중 / 치킨 / 제발,대치중 치킨 제발,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0360,인하대부속중  치킨  가즈아,인하대부속중 치킨 가즈,인하대부속중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0361,건국대 회식 대신 치킨 원합니다,건국대 회식 대신 치킨,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0362,오늘 회의 많은데 서울공업고 치킨 지원 부탁드려요,오늘 회의 서울공업 치킨 지원,서울공업고,서울공업고등학교,1,서울공업고등학교,1,서울공업고등학교,1
C0363,이번엔 건국대 차례입니다 🍗,이번 건국대 차례,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0364,배고픈 인하대 학생들 살려주세요ㅠㅠ,인하대 학생들,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0365,우리 반/동아리 대표로 이대 신청합니다!,우리 반 동아리 대표 이대 신청,이대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0366,한양대 친구가 놀러왔지만 치킨은 서울공고로 주세요,한양대 친구 치킨 서울공고,한양대 서울공고,한양대학교 서울공고등학교,2,한양대학교,1,한양대학교,1
C0367,배고픈 중동고 학생들 살려주세요ㅠㅠ,중동고 학생들,중동고,중동고등학교,1,중동고등학교,1,중동고등학교,1
C0368,이화여자대학교 학생입니다. 이벤트 참여합니다.,이화여자대학교 학생 이벤트 참여,이화여자대학교,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0369,치킨 오면 인증샷 바로 올릴게요 인하대부속중,치킨 인증샷 바로 인하대부속중,인하대부속중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0370,중동고 가보자고 🍗,중동고,중동고,중동고등학교,1,중동고등학교,1,중동고등학교,1
C0371,인하대부속고 학생들 야근 말고 치킨 먹자 🙏,인하대부속고 학생들 야근 치킨,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0372,이화여대부속중 친구들이랑 같이 먹고 싶어요,이화여대부속중 친구들이 같이,이화여대부속중,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1
C0373,서 초 초 / 치킨 / 제발,초 치킨 제발,초,초등학교,1,초등학교,1,초등학교,1
C0374,건국대 응원단 여기 있습니다!!,건국대 응원단 여기,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0375,배민 최고… 잠원초등학교도 꼭 뽑아주세요,배민 최고 잠원초등학교 꼭,최고 잠원초등학교,최고등학교 잠원초등학교,2,잠원초등학교,1,잠원초등학교,1
C0376,서초중 학생들 모여라,서초중 학생들,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0377,비 오는 날엔 치킨이죠 경기고 부탁드립니다,비 날 치킨이 경기,경기고,경기고등학교,1,경기고등학교,1,경기고등학교,1
C0378,인하대!!! 치킨 부탁드려요,인하대 치킨,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0379,서울대 뽑히면 친구들이랑 나눠먹을게요,서울대 친구들이,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0380,잠원초 치킨 주세요!!,잠원초 치킨,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0381,서울고에 치킨 배달 오면 진짜 레전드,서울고 치킨 배달 진짜 레전드,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0382,서 강 대!!! 치킨 부탁드려요,강 치킨,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0383,#서울공고 #배민이벤트,서울공고 배민이벤트,서울공고,서울공고등학교,1,,0,서울공고등학교,1
C0384,성균관대 학생들 모여라,성균관대 학생들,성균관대,성균관대학교,1,성균관대학교,1,성균관대학교,1
C0385,인하대부속중 학생들 야근 말고 치킨 먹자 🙏,인하대부속중 학생들 야근 치킨,인하대부속중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0386,인하부중 가보자고 🍗,인하부중,인하부중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0387,치킨 오면 인증샷 바로 올릴게요 잠원초,치킨 인증샷 바로 잠원초,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0388,축제 뒤풀이 치킨은 이대부초로 부탁해요,축제 뒤풀이 치킨 이대부초 부탁,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0389,반 포 중  치킨  가즈아,반 포 중 치킨 가즈,중,중학교,1,,0,,0
C0390,#이대부고 #배민이벤트,이대부고 배민이벤트,이대부고,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1
C0391,대치중학교 치킨 배달 부탁드립니다.,대치중학교 치킨 배달,대치중학교,대치중학교,1,대치중학교,1,대치중학교,1
C0392,이화여대부속초도 참여 완료!,이화여대부속초도 참여 완료,이화여대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0393,고려대!!! 치킨 부탁드려요,고려대 치킨,고려대,고려대학교,1,고려대학교,1,고려대학교,1
C0394,중앙대 뽑히면 친구들이랑 나눠먹을게요,중앙대 친구들이,중앙대,중앙대학교,1,중앙대학교,1,중앙대학교,1
C0395,오늘 회의 많은데 서초초 치킨 지원 부탁드려요,오늘 회의 서초초 치킨 지원,서초초,서초초등학교,1,,0,서초초등학교,1
C0396,연세대도 참여 완료!,연세대 참여 완료,연세대,연세대학교,1,연세대학교,1,연세대학교,1
C0397,우리 반/동아리 대표로 인하부중 신청합니다!,우리 반 동아리 대표 인하부중 신청,인하부중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0398,배민 이벤트 참여합니다! 서울고로 보내주세요,배민 이벤트 참여 서울고로,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0399,인하부중 학생들 모여라,인하부중 학생들,인하부중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0400,중간고사 버틴 이대부고 친구들한테 치킨 한 번만요,중간고사 이대부고 친구들 치킨 번만,이대부고,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1
C0401,서초초 / 치킨 / 제발,서초초 치킨 제발,서초초,서초초등학교,1,,0,서초초등학교,1
C0402,배고픈 서울대 학생들 살려주세요ㅠㅠ,서울대 학생들,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0403,건대 학생입니다 건대 뽑아주세요,건대 학생,건대,건국대학교,1,건국대학교,1,건국대학교,1
C0404,비 오는 날엔 치킨이죠 건국대 부탁드립니다,비 날 치킨이 건국대,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0405,서초중~ 꼭 뽑아주세요,서초중 꼭,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0406,잠원초 가보자고 🍗,잠원초,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0407,동아리방에서 기다릴게요 연세대학교,동아리방 연세대학교,연세대학교,연세대학교,1,연세대학교,1,연세대학교,1
C0408,한양대 가보자고 🍗,한양대,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0409,인하부초 친구가 놀러왔지만 치킨은 서초중로 주세요,인하부초 친구 치킨 서초중,인하부초 서초중,인하부초등학교 서초중학교,2,서초중학교,1,서초중학교,1
C0410,배고픈 서초중 학생들 살려주세요ㅠㅠ,서초중 학생들,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0411,서초초에 치킨 배달 오면 진짜 레전드,서초초 치킨 배달 진짜 레전드,서초초,서초초등학교,1,,0,서초초등학교,1
C0412,축제 뒤풀이 치킨은 인하대학교부속고등학교로 부탁해요,축제 뒤풀이 치킨 인하대학교부속고등학교 부탁,인하대학교부속고등학교,인하대학교부속고등학교,1,,0,인하대학교부속고등학교,1
C0413,서울고 학생들 모여라,서울 학생들,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0414,배고픈 서초중 학생들 살려주세요ㅠㅠ,서초중 학생들,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0415,서울공업고 뽑히면 친구들이랑 나눠먹을게요,서울공업 친구들이,서울공업고,서울공업고등학교,1,서울공업고등학교,1,서울공업고등학교,1
C0416,서울공고 축제 준비팀입니다 치킨이면 밤샘 가능,서울공고 축제 준비팀 치킨이면 밤샘 가능,서울공고,서울공고등학교,1,,0,서울공고등학교,1
C0417,이번엔 인하대부속초 차례입니다 🍗,이번 인하대부속초 차례,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0418,[잠원초] 이벤트 참여합니다,잠원초 이벤트 참여,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0419,서강대 동아리랑 이화여대부속초 동아리 같이 응원하지만 대표는 서강대,서강대 동아리 이화여대부속초 같이 응원하지 대표,서강대 이화여대부속초,서강대학교 이화여자대학교사범대학부속초등학교,2,서강대학교 이화여자대학교사범대학부속초등학교,2,서강대학교 이화여자대학교사범대학부속초등학교,2
C0420,#연세대 #배민이벤트,연세대 배민이벤트,연세대,연세대학교,1,연세대학교,1,연세대학교,1
C0421,배민 이벤트 참여합니다! 인하대학교로 보내주세요,배민 이벤트 참여 인하대학교,인하대학교,인하대학교,1,인하대학교,1,인하대학교,1
C0422,인하대학교 응원단 여기 있습니다!!,인하대학교 응원단 여기,인하대학교,인하대학교,1,인하대학교,1,인하대학교,1
